Country,State,Year,Month,"Central Goods And Services Tax (Cgst) Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","State Goods And Services Tax (Sgst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Integrated Goods And Services Tax (Igst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Cess Tax Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Revenue Collection (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,Telangana,"Financial Year (Apr - Mar), 2023","October, 2023",1213.17,1587.59,1525.41,541.47,4867.64
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2023","October, 2023",42.5500000000000000000000,56.5600000000000000000000,273.8500000000000000000000,0.2800000000000000000000,373.23999999999995000500000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2023","October, 2023",30.68,40.82,19.78,0.05,91.33
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2023","October, 2023",2052.32,2811.1,2677.14,1423.89,8964.449999999999
India,Uttarakhand,"Financial Year (Apr - Mar), 2023","October, 2023",379.42,550.34,894.56,10.1,1834.4199999999998
India,West Bengal,"Financial Year (Apr - Mar), 2023","October, 2023",1451.71,1839.21,1200.77,361.59,4853.280000000001
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2023","September, 2023",7.6,12.02,3.52,0.2,23.339999999999996
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2023","September, 2023",864.83,1123.06,1357.77,312.19,3657.85
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2023","September, 2023",30.56,37.01,13.56,0.04,81.17
India,Assam,"Financial Year (Apr - Mar), 2023","September, 2023",361.25,448.69,311.43,53.42,1174.7900000000002
India,Bihar,"Financial Year (Apr - Mar), 2023","September, 2023",383.83,647.26,175.88,189.69,1396.6599999999999
India,Chandigarh,"Financial Year (Apr - Mar), 2023","September, 2023",41.25,51.74,124.82,1.25,219.06
India,Chhattisgarh,"Financial Year (Apr - Mar), 2023","September, 2023",540.97,630.91,916.16,595.63,2683.67
India,Delhi,"Financial Year (Apr - Mar), 2023","September, 2023",1040.61,1209.07,2490.2,108.67,4848.549999999999
India,Goa,"Financial Year (Apr - Mar), 2023","September, 2023",127.65,164.59,201.73,2.97,496.94000000000005
India,Gujarat,"Financial Year (Apr - Mar), 2023","September, 2023",2735.32,3399.91,3296.54,697.27,10129.04
India,Haryana,"Financial Year (Apr - Mar), 2023","September, 2023",1187.63,1559.34,4645.48,616.53,8008.98
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2023","September, 2023",136.28,183.62,461.66,2.01,783.5699999999999
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2023","September, 2023",162.28,231.32,161.05,8.73,563.3800000000001
India,Jharkhand,"Financial Year (Apr - Mar), 2023","September, 2023",452.34,637.25,985.7,548.15,2623.44
India,Karnataka,"Financial Year (Apr - Mar), 2023","September, 2023",2613.67,3468.48,4322.9,1288.02,11693.07
India,Kerala,"Financial Year (Apr - Mar), 2023","September, 2023",873.38,1167.48,460.94,3.21,2505.01
India,Ladakh,"Financial Year (Apr - Mar), 2023","September, 2023",13.1,18.39,3.38,0.11,34.980000000000004
India,Lakshadweep,"Financial Year (Apr - Mar), 2023","September, 2023",0.65,0.78,0.17,0.0,1.6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2023","September, 2023",788.13,989.23,722.77,617.54,3117.67
India,Maharashtra,"Financial Year (Apr - Mar), 2023","September, 2023",6841.3,8008.83,8479.33,1807.11,25136.57
India,Manipur,"Financial Year (Apr - Mar), 2023","September, 2023",23.47,29.23,3.57,0.13,56.400000000000006
India,Meghalaya,"Financial Year (Apr - Mar), 2023","September, 2023",34.91,41.48,85.48,2.9,164.77
India,Mizoram,"Financial Year (Apr - Mar), 2023","September, 2023",9.89,14.78,2.69,0.03,27.390000000000004
India,Nagaland,"Financial Year (Apr - Mar), 2023","September, 2023",15.06,23.26,9.51,3.75,51.58
India,Odisha,"Financial Year (Apr - Mar), 2023","September, 2023",1010.47,1197.37,1301.31,739.97,4249.12
India,Puducherry,"Financial Year (Apr - Mar), 2023","September, 2023",26.26,41.32,127.97,1.87,197.42000000000002
India,Punjab,"Financial Year (Apr - Mar), 2023","September, 2023",444.81,661.17,725.66,33.92,1865.56
India,Rajasthan,"Financial Year (Apr - Mar), 2023","September, 2023",1046.2,1321.4,1346.26,155.27,3869.1300000000006
India,Sikkim,"Financial Year (Apr - Mar), 2023","September, 2023",25.05,29.34,260.3,0.03,314.71999999999997
India,Tamil Nadu,"Financial Year (Apr - Mar), 2023","September, 2023",2689.9,3520.58,3486.41,784.57,10481.46
India,Telangana,"Financial Year (Apr - Mar), 2023","September, 2023",1503.13,1880.52,1330.61,511.5,5225.76
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2023","September, 2023",37.3400000000000000000000,46.8100000000000000000000,265.3500000000000000000000,0.6400000000000000000000,350.1400000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2023","September, 2023",26.96,34.77,11.24,0.33,73.3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2023","September, 2023",1862.38,2517.55,2143.03,1321.48,7844.4400000000005
India,Uttarakhand,"Financial Year (Apr - Mar), 2023","September, 2023",268.34,387.27,725.58,11.17,1392.3600000000001
India,West Bengal,"Financial Year (Apr - Mar), 2023","September, 2023",1572.17,1897.96,1157.85,312.49,4940.469999999999
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2023","August, 2023",6.9,10.18,4.12,0.03,21.23
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2023","August, 2023",860.78,1122.3,1196.49,299.15,3478.72
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2023","August, 2023",30.8,39.7,11.88,0.04,82.42
India,Assam,"Financial Year (Apr - Mar), 2023","August, 2023",350.41,440.19,305.5,51.43,1147.53
India,Bihar,"Financial Year (Apr - Mar), 2023","August, 2023",395.43,653.58,175.97,153.8,1378.78
India,Chandigarh,"Financial Year (Apr - Mar), 2023","August, 2023",37.83,51.46,101.76,1.36,192.41000000000003
India,Chhattisgarh,"Financial Year (Apr - Mar), 2023","August, 2023",604.91,709.86,938.64,642.49,2895.8999999999996
India,Delhi,"Financial Year (Apr - Mar), 2023","August, 2023",939.32,1113.4,2471.29,95.49,4619.5
India,Goa,"Financial Year (Apr - Mar), 2023","August, 2023",137.74,173.71,195.88,1.69,509.02000000000004
India,Gujarat,"Financial Year (Apr - Mar), 2023","August, 2023",2617.37,3210.74,3288.57,648.08,9764.76
India,Haryana,"Financial Year (Apr - Mar), 2023","August, 2023",1209.92,1584.52,4199.02,672.05,7665.510000000001
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2023","August, 2023",132.33,181.75,409.73,1.35,725.1600000000001
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2023","August, 2023",146.52,220.48,146.06,10.03,523.0899999999999
India,Jharkhand,"Financial Year (Apr - Mar), 2023","August, 2023",523.4,801.7,829.0,566.73,2720.83
India,Karnataka,"Financial Year (Apr - Mar), 2023","August, 2023",2479.8,3028.57,4193.21,1414.19,11115.770000000002
India,Kerala,"Financial Year (Apr - Mar), 2023","August, 2023",825.5,1035.4,443.0,2.07,2305.9700000000003
India,Ladakh,"Financial Year (Apr - Mar), 2023","August, 2023",9.6,14.35,2.67,0.05,26.669999999999998
India,Lakshadweep,"Financial Year (Apr - Mar), 2023","August, 2023",0.5,0.45,2.49,0.0,3.4400000000000004
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2023","August, 2023",765.04,978.04,734.06,586.74,3063.88
India,Maharashtra,"Financial Year (Apr - Mar), 2023","August, 2023",6236.95,7629.5,7580.58,1835.44,23282.469999999998
India,Manipur,"Financial Year (Apr - Mar), 2023","August, 2023",13.97,20.64,5.2,0.53,40.34
India,Meghalaya,"Financial Year (Apr - Mar), 2023","August, 2023",42.84,49.95,88.45,7.43,188.67000000000002
India,Mizoram,"Financial Year (Apr - Mar), 2023","August, 2023",11.67,17.28,2.91,0.05,31.910000000000004
India,Nagaland,"Financial Year (Apr - Mar), 2023","August, 2023",18.9,22.62,7.65,2.32,51.489999999999995
India,Odisha,"Financial Year (Apr - Mar), 2023","August, 2023",1153.31,1332.99,1205.2,716.77,4408.27
India,Puducherry,"Financial Year (Apr - Mar), 2023","August, 2023",27.67,43.35,159.9,0.33,231.25000000000003
India,Punjab,"Financial Year (Apr - Mar), 2023","August, 2023",419.86,602.96,758.99,30.95,1812.76
India,Rajasthan,"Financial Year (Apr - Mar), 2023","August, 2023",1011.96,1264.81,1250.22,99.33,3626.3199999999997
India,Sikkim,"Financial Year (Apr - Mar), 2023","August, 2023",25.52,41.79,252.16,0.02,319.49
India,Tamil Nadu,"Financial Year (Apr - Mar), 2023","August, 2023",2564.81,3300.84,2887.98,721.1,9474.73
India,Telangana,"Financial Year (Apr - Mar), 2023","August, 2023",1108.72,1439.46,1369.0,475.56,4392.740000000001
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2023","August, 2023",39.1900000000000000000000,50.7500000000000000000000,233.0300000000000000000000,1.5600000000000000000000,324.5299999999999999900000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2023","August, 2023",26.99,35.84,15.37,0.04,78.24000000000001
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2023","August, 2023",1765.56,2378.42,2059.48,1265.01,7468.469999999999
India,Uttarakhand,"Financial Year (Apr - Mar), 2023","August, 2023",309.16,382.06,653.02,8.68,1352.92
India,West Bengal,"Financial Year (Apr - Mar), 2023","August, 2023",1468.83,1797.06,1166.79,367.33,4800.01
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2023","July, 2023",7.41,11.18,12.11,0.1,30.8
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2023","July, 2023",899.4,1198.61,1254.72,240.68,3593.4099999999994
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2023","July, 2023",28.3,37.08,8.25,0.06,73.69
India,Assam,"Financial Year (Apr - Mar), 2023","July, 2023",360.69,450.52,299.65,71.9,1182.7600000000002
India,Bihar,"Financial Year (Apr - Mar), 2023","July, 2023",410.38,717.86,181.51,178.06,1487.81
India,Chandigarh,"Financial Year (Apr - Mar), 2023","July, 2023",41.23,56.72,118.26,0.86,217.07
India,Chhattisgarh,"Financial Year (Apr - Mar), 2023","July, 2023",516.0,627.31,1017.76,643.51,2804.58
India,Delhi,"Financial Year (Apr - Mar), 2023","July, 2023",1029.98,1221.42,3053.18,100.8,5405.38
India,Goa,"Financial Year (Apr - Mar), 2023","July, 2023",131.03,173.21,219.81,3.68,527.7299999999999
India,Gujarat,"Financial Year (Apr - Mar), 2023","July, 2023",2679.04,3292.7,3184.55,631.04,9787.330000000002
India,Haryana,"Financial Year (Apr - Mar), 2023","July, 2023",1222.74,1609.86,4571.32,549.03,7952.95
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2023","July, 2023",162.58,232.94,518.77,2.56,916.8499999999999
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2023","July, 2023",162.69,234.0,141.35,10.98,549.02
India,Jharkhand,"Financial Year (Apr - Mar), 2023","July, 2023",538.84,721.04,1016.77,581.9,2858.55
India,Karnataka,"Financial Year (Apr - Mar), 2023","July, 2023",2574.96,3181.08,4300.3,1449.12,11505.46
India,Kerala,"Financial Year (Apr - Mar), 2023","July, 2023",846.91,1093.31,438.67,2.34,2381.23
India,Ladakh,"Financial Year (Apr - Mar), 2023","July, 2023",8.47,11.0,3.1,0.03,22.6
India,Lakshadweep,"Financial Year (Apr - Mar), 2023","July, 2023",0.67,1.5,0.18,0.0,2.35
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2023","July, 2023",794.89,1044.94,900.37,584.85,3325.0499999999997
India,Maharashtra,"Financial Year (Apr - Mar), 2023","July, 2023",6795.84,7957.64,9499.49,1811.06,26064.030000000002
India,Manipur,"Financial Year (Apr - Mar), 2023","July, 2023",15.65,22.53,3.82,0.04,42.04
India,Meghalaya,"Financial Year (Apr - Mar), 2023","July, 2023",44.42,50.42,80.23,0.29,175.35999999999999
India,Mizoram,"Financial Year (Apr - Mar), 2023","July, 2023",14.07,22.03,2.97,0.07,39.14
India,Nagaland,"Financial Year (Apr - Mar), 2023","July, 2023",13.83,18.19,7.99,2.94,42.95
India,Odisha,"Financial Year (Apr - Mar), 2023","July, 2023",1096.55,1300.33,1094.59,753.93,4245.400000000001
India,Puducherry,"Financial Year (Apr - Mar), 2023","July, 2023",27.18,41.35,146.75,0.27,215.55
India,Punjab,"Financial Year (Apr - Mar), 2023","July, 2023",489.38,727.31,739.82,43.9,2000.4100000000003
India,Rajasthan,"Financial Year (Apr - Mar), 2023","July, 2023",1088.63,1380.13,1408.09,111.14,3987.9900000000002
India,Sikkim,"Financial Year (Apr - Mar), 2023","July, 2023",21.94,29.51,262.42,0.1,313.97
India,Tamil Nadu,"Financial Year (Apr - Mar), 2023","July, 2023",2568.41,3300.0,3377.73,775.72,10021.859999999999
India,Telangana,"Financial Year (Apr - Mar), 2023","July, 2023",1210.5,1623.48,1453.15,561.91,4849.04
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2023","July, 2023",44.4800000000000000000000,56.1700000000000000000000,253.2100000000000000000000,0.2800000000000000000000,354.1399999999999500200000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2023","July, 2023",31.03,39.53,6.97,0.57,78.1
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2023","July, 2023",1995.75,2750.54,2608.52,1447.22,8802.029999999999
India,Uttarakhand,"Financial Year (Apr - Mar), 2023","July, 2023",318.28,415.18,863.17,10.49,1607.1200000000001
India,West Bengal,"Financial Year (Apr - Mar), 2023","July, 2023",1570.54,1952.69,1236.96,367.65,5127.84
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2023","June, 2023",11.49,16.21,8.15,0.13,35.980000000000004
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2023","June, 2023",943.38,1187.64,1120.49,225.91,3477.42
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2023","June, 2023",35.46,46.61,8.49,0.05,90.60999999999999
India,Assam,"Financial Year (Apr - Mar), 2023","June, 2023",390.44,471.72,294.57,56.32,1213.05
India,Bihar,"Financial Year (Apr - Mar), 2023","June, 2023",419.22,653.73,179.64,184.47,1437.0600000000002
India,Chandigarh,"Financial Year (Apr - Mar), 2023","June, 2023",50.51,64.25,111.55,0.76,227.07
India,Chhattisgarh,"Financial Year (Apr - Mar), 2023","June, 2023",606.55,706.2,1030.82,668.47,3012.04
India,Delhi,"Financial Year (Apr - Mar), 2023","June, 2023",990.07,1161.86,2489.68,102.51,4744.12
India,Goa,"Financial Year (Apr - Mar), 2023","June, 2023",139.11,178.46,158.63,4.24,480.44000000000005
India,Gujarat,"Financial Year (Apr - Mar), 2023","June, 2023",2808.4,3500.3,3134.63,676.38,10119.710000000001
India,Haryana,"Financial Year (Apr - Mar), 2023","June, 2023",1329.12,1694.81,4427.96,536.3,7988.19
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2023","June, 2023",165.04,225.72,446.91,2.94,840.6100000000001
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2023","June, 2023",194.37,256.92,125.42,11.97,588.6800000000001
India,Jharkhand,"Financial Year (Apr - Mar), 2023","June, 2023",524.08,696.62,1036.28,573.23,2830.21
India,Karnataka,"Financial Year (Apr - Mar), 2023","June, 2023",2568.52,3098.19,4143.6,1382.89,11193.2
India,Kerala,"Financial Year (Apr - Mar), 2023","June, 2023",1029.68,1284.25,407.81,3.35,2725.09
India,Ladakh,"Financial Year (Apr - Mar), 2023","June, 2023",5.5,6.72,2.34,0.0,14.559999999999999
India,Lakshadweep,"Financial Year (Apr - Mar), 2023","June, 2023",10.51,10.59,0.76,0.0,21.860000000000003
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2023","June, 2023",820.65,1037.27,889.85,637.44,3385.21
India,Maharashtra,"Financial Year (Apr - Mar), 2023","June, 2023",7381.73,8453.56,8436.17,1827.32,26098.78
India,Manipur,"Financial Year (Apr - Mar), 2023","June, 2023",25.0,31.53,3.83,0.0,60.36
India,Meghalaya,"Financial Year (Apr - Mar), 2023","June, 2023",36.79,44.02,111.31,2.03,194.15
India,Mizoram,"Financial Year (Apr - Mar), 2023","June, 2023",19.64,31.45,4.23,0.05,55.370000000000005
India,Nagaland,"Financial Year (Apr - Mar), 2023","June, 2023",30.69,33.84,10.47,4.2,79.2
India,Odisha,"Financial Year (Apr - Mar), 2023","June, 2023",1130.14,1322.65,1122.39,804.79,4379.97
India,Puducherry,"Financial Year (Apr - Mar), 2023","June, 2023",25.96,41.11,143.1,0.21,210.38
India,Punjab,"Financial Year (Apr - Mar), 2023","June, 2023",505.12,726.45,694.14,40.22,1965.93
India,Rajasthan,"Financial Year (Apr - Mar), 2023","June, 2023",1100.47,1394.85,1271.81,124.87,3891.9999999999995
India,Sikkim,"Financial Year (Apr - Mar), 2023","June, 2023",20.7,25.27,241.49,0.05,287.51000000000005
India,Tamil Nadu,"Financial Year (Apr - Mar), 2023","June, 2023",2574.6,3253.75,3052.98,719.31,9600.64
India,Telangana,"Financial Year (Apr - Mar), 2023","June, 2023",1242.12,1575.13,1326.67,537.47,4681.39
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2023","June, 2023",41.2100000000000000000000,52.5900000000000000000000,245.1600000000000000000000,1.0600000000000000000000,340.0200000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2023","June, 2023",29.19,38.54,7.35,0.08,75.16
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2023","June, 2023",1869.7,2562.73,2308.25,1363.47,8104.150000000001
India,Uttarakhand,"Financial Year (Apr - Mar), 2023","June, 2023",327.37,438.6,745.08,11.5,1522.5500000000002
India,West Bengal,"Financial Year (Apr - Mar), 2023","June, 2023",1594.03,1943.64,1148.19,368.01,5053.870000000001
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2023","May, 2023",11.82,15.15,3.3,0.64,30.91
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2023","May, 2023",801.16,1048.17,1210.76,313.11,3373.2000000000003
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2023","May, 2023",49.56,60.13,10.36,0.24,120.28999999999999
India,Assam,"Financial Year (Apr - Mar), 2023","May, 2023",356.19,487.5,322.41,51.05,1217.15
India,Bihar,"Financial Year (Apr - Mar), 2023","May, 2023",365.17,623.01,175.35,202.36,1365.8899999999999
India,Chandigarh,"Financial Year (Apr - Mar), 2023","May, 2023",36.95,48.26,171.78,2.37,259.36
India,Chhattisgarh,"Financial Year (Apr - Mar), 2023","May, 2023",471.03,582.57,821.4,649.79,2524.79
India,Delhi,"Financial Year (Apr - Mar), 2023","May, 2023",1117.48,1295.06,2622.68,112.22,5147.44
India,Goa,"Financial Year (Apr - Mar), 2023","May, 2023",136.32,182.47,200.55,3.49,522.8299999999999
India,Gujarat,"Financial Year (Apr - Mar), 2023","May, 2023",2729.13,3371.18,3025.07,674.5,9799.88
India,Haryana,"Financial Year (Apr - Mar), 2023","May, 2023",1227.5,1543.74,4053.2,425.5,7249.94
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2023","May, 2023",138.72,188.75,499.13,1.85,828.45
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2023","May, 2023",114.27,178.17,119.75,9.65,421.84
India,Jharkhand,"Financial Year (Apr - Mar), 2023","May, 2023",434.03,653.44,904.45,592.44,2584.36
India,Karnataka,"Financial Year (Apr - Mar), 2023","May, 2023",2462.85,3022.24,3582.08,1249.57,10316.74
India,Kerala,"Financial Year (Apr - Mar), 2023","May, 2023",802.24,1040.19,451.68,3.32,2297.4300000000003
India,Ladakh,"Financial Year (Apr - Mar), 2023","May, 2023",11.12,13.72,1.53,0.05,26.42
India,Lakshadweep,"Financial Year (Apr - Mar), 2023","May, 2023",0.07,0.09,1.92,0.0,2.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2023","May, 2023",764.11,987.45,947.92,681.89,3381.37
India,Maharashtra,"Financial Year (Apr - Mar), 2023","May, 2023",6480.71,7620.58,7620.23,1814.91,23536.43
India,Manipur,"Financial Year (Apr - Mar), 2023","May, 2023",13.33,23.45,2.45,0.2,39.43000000000001
India,Meghalaya,"Financial Year (Apr - Mar), 2023","May, 2023",42.55,55.6,113.41,2.74,214.3
India,Mizoram,"Financial Year (Apr - Mar), 2023","May, 2023",13.72,20.89,3.38,0.03,38.02
India,Nagaland,"Financial Year (Apr - Mar), 2023","May, 2023",15.44,21.15,10.76,4.64,51.989999999999995
India,Odisha,"Financial Year (Apr - Mar), 2023","May, 2023",1029.25,1254.92,1337.55,776.01,4397.7300000000005
India,Puducherry,"Financial Year (Apr - Mar), 2023","May, 2023",23.75,36.04,142.41,0.1,202.29999999999998
India,Punjab,"Financial Year (Apr - Mar), 2023","May, 2023",406.31,638.02,663.11,37.04,1744.48
India,Rajasthan,"Financial Year (Apr - Mar), 2023","May, 2023",1077.56,1385.88,1337.91,122.23,3923.5800000000004
India,Sikkim,"Financial Year (Apr - Mar), 2023","May, 2023",25.83,30.59,277.96,0.04,334.42
